,milage,accident,clean_title,price,horsepower,price_group,fuel_type_diesel,fuel_type_e85 flex fuel,fuel_type_electric,fuel_type_gasoline,fuel_type_hybrid,fuel_type_hydrogen,fuel_type_plug-in hybrid,transmission_category_automatic,transmission_category_manual
1198,1.25978355056432,True,True,13500.0,-0.6750576883280301,2,False,False,False,True,False,False,False,True,False
1201,-0.9363378654999666,False,True,94000.0,2.464488061401127,2,False,False,False,True,False,False,False,True,False
1202,1.025593706454706,False,True,9450.0,-0.9366865008054599,1,False,False,False,True,False,False,False,True,False
1204,-1.0990023069381074,False,False,61999.0,-1.2531327787543511,2,False,False,False,False,True,False,False,True,False
1205,0.9947344141427682,False,True,16000.0,-0.6750576883280301,2,False,False,False,True,False,False,False,True,False
1206,1.9148335591490124,False,True,29500.0,0.8947151865365486,2,False,False,False,True,False,False,False,True,False
1207,-0.4496887189488244,False,True,25900.0,0.2842479574225457,1,False,False,False,True,False,False,False,False,True
1208,0.8243456835860563,False,True,11500.0,-0.9279655403895456,2,False,False,False,True,False,False,False,True,False
1209,-0.05506841897947967,False,True,17000.0,-0.9279655403895456,2,False,False,False,True,False,False,False,True,False
1210,-0.273715024446087,False,True,6500.0,-1.0238961049646031,1,False,False,False,True,False,False,False,True,False
1211,-1.0221948536193763,False,True,44900.0,1.19994880109355,1,False,False,False,True,False,False,False,True,False
1212,-1.1664762442385654,False,True,52000.0,0.9383199886161202,2,False,False,True,False,False,False,False,True,False
1213,0.12385868018624079,False,True,40000.0,0.9383199886161202,2,False,False,False,True,False,False,False,False,True
1214,0.6223593095516609,True,True,6900.0,-1.0238961049646031,1,False,False,False,True,False,False,False,True,False
1215,-0.8066531094651358,False,True,53568.0,0.5633186907318042,1,False,False,False,True,False,False,False,True,False
1216,-0.9464286647651585,False,False,43860.0,-1.2531327787543511,2,False,False,False,True,False,False,False,True,False
1217,0.9000740082779283,False,True,11995.0,-0.5006384800097436,1,False,False,False,True,False,False,False,True,False
1218,0.0859945178403048,True,True,26500.0,1.1127391969344067,2,False,False,False,True,False,False,False,True,False
1219,1.7898818234074236,True,True,6500.0,-0.4744755987620006,1,False,False,False,True,False,False,False,False,True
1220,-0.3761565156730167,False,True,45500.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1221,-1.153148059092796,False,False,41999.0,-0.41342887585060034,1,False,False,False,True,False,False,False,True,False
1222,-1.0813765393660744,False,True,36990.0,-0.3262192716914571,2,False,False,False,True,False,False,False,True,False
1223,-0.6695469776105016,False,True,35113.0,-0.04116845123985718,2,False,False,False,True,False,False,False,True,False
1224,0.33731789541145485,True,False,23998.0,-0.11691622170951327,2,False,False,False,True,False,False,False,True,False
1225,1.335511875256192,False,True,10990.0,-1.2419201153624613,1,False,False,False,True,False,False,False,True,False
1226,0.37944177602130863,False,True,16999.0,-0.15180006337317056,1,False,False,False,True,False,False,False,True,False
1228,-0.7617083487605099,False,False,65999.0,1.19994880109355,2,False,False,True,False,False,False,False,True,False
1229,-0.8038132972891906,False,True,52000.0,0.4150623636612606,2,False,False,False,True,False,False,False,True,False
1230,-0.999911794078793,False,True,48500.0,0.9383199886161202,2,False,False,True,False,False,False,False,True,False
1231,1.7898818234074236,False,True,13999.0,-1.2419201153624613,1,False,False,False,True,False,False,False,True,False
1232,0.9852683735562843,True,True,16999.0,-0.5006384800097436,1,False,False,False,True,False,False,False,True,False
1233,0.6501705367947509,False,True,36500.0,1.6796016239688378,2,False,False,False,True,False,False,False,True,False
1234,0.3198246524076324,False,True,42691.0,-0.11691622170951327,1,False,False,False,True,False,False,False,True,False
1235,-0.7672743806253625,False,True,6700.0,-1.8349454236446354,1,False,False,False,True,False,False,False,True,False
1236,-0.5066174870359391,False,False,42886.0,-0.11691622170951327,1,False,False,False,True,False,False,False,True,False
1237,-0.5198320796946708,False,True,112500.0,2.726116873878557,2,False,False,False,True,False,False,False,True,False
1238,-0.7091528914243507,True,True,29000.0,-0.6052900050007155,2,False,False,False,True,False,False,False,True,False
1239,0.21814044442762137,True,True,10600.0,-0.3959869550187717,2,False,False,False,True,False,False,False,True,False
1243,-1.0366778957166969,True,True,69900.0,3.4848404300631035,1,False,False,False,True,False,False,False,True,False
1244,-0.9174057843269986,False,False,25900.0,-1.1372685903714894,1,False,False,False,True,False,False,False,True,False
1245,-1.0499303525377746,False,True,48000.0,0.2755269970066314,2,False,False,False,True,False,False,False,True,False
1246,-0.7902389950881726,False,True,33900.0,1.0255295927752635,1,False,False,False,True,False,False,False,False,True
1247,-1.0488890880732613,False,True,44400.0,0.9383199886161202,2,False,False,True,False,False,False,False,True,False
1248,0.04245073114247844,True,True,23000.0,-0.45703367793017197,2,False,False,False,True,False,False,False,True,False
1249,-0.803567180233942,False,True,55000.0,0.7639007802978336,2,False,False,False,True,False,False,False,True,False
1250,-1.2552298407774394,False,True,54900.0,-0.1954048654527422,2,False,False,False,True,False,False,False,True,False
1251,-0.18020947553279806,False,True,27500.0,0.022619144945115948,2,False,False,False,True,False,False,False,True,False
1252,-0.27950824128501517,False,True,49999.0,0.5894815719795471,2,False,False,False,True,False,False,False,True,False
1253,-0.25478294327311896,False,True,37000.0,1.147623038598064,2,False,False,False,True,False,False,False,True,False
1254,0.8148796429995724,False,True,27000.0,-0.6750576883280301,1,False,False,False,True,False,False,False,False,True
1255,0.5687625877509885,False,True,10000.0,0.2406431553429741,1,False,False,False,True,False,False,False,False,True
1256,-0.8812644413678027,False,True,35387.0,-0.04116845123985718,1,False,False,False,True,False,False,False,True,False
1257,0.192922912305228,False,True,40000.0,1.9063465947826104,2,False,False,False,True,False,False,False,True,False
1259,-0.25762275544906416,True,True,16900.0,0.19703835326340247,1,False,False,False,True,False,False,False,True,False
1260,-0.8637901304451532,False,True,42000.0,0.2755269970066314,2,False,False,False,True,False,False,False,True,False
1261,-0.48325529886849666,False,True,18700.0,-1.5733166111672057,1,False,False,False,True,False,False,False,False,True
1262,0.8054136024130883,True,True,34999.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1263,-0.001093055555347935,False,True,47500.0,0.5545977303158898,1,False,False,False,True,False,False,False,True,False
1264,-0.09079325615287026,True,True,24000.0,-0.430870796682429,1,False,False,False,True,False,False,False,False,True
1265,0.6539569530293444,True,True,18000.0,-0.430870796682429,1,False,False,False,True,False,False,False,False,True
1266,0.2333807697718606,True,True,16488.0,0.09238682827243055,2,False,False,False,True,False,False,False,True,False
1267,1.8760038606632552,True,True,24950.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1268,2.3323995414999943,True,True,8900.0,-0.3872659946028574,1,False,False,False,True,False,False,False,True,False
1269,-1.1270217870741002,False,True,37500.0,0.2406431553429741,1,False,False,False,True,False,False,False,False,True
1271,-0.998813733370761,False,True,39900.0,-0.2302887071163995,1,False,False,False,True,False,False,False,True,False
1272,-1.031282252582401,True,True,96000.0,2.49065094264887,2,False,False,False,True,False,False,False,True,False
1273,-1.1976005856869247,False,True,64995.0,0.15343355118383084,2,False,False,False,True,False,False,False,True,False
1274,-0.44410375500279886,False,True,23500.0,-1.4425022049284908,1,False,False,False,True,False,False,False,False,True
1275,-0.027597969197503118,False,True,12000.0,-1.3727345216011761,1,False,False,False,True,False,False,False,False,True
1276,-0.9373791299644798,False,False,89900.0,1.019300335335325,2,False,False,False,True,False,False,False,True,False
1277,0.742937734542294,False,True,17500.0,0.12727066993608785,1,False,False,False,True,False,False,False,False,True
1278,0.9947344141427682,False,True,55000.0,0.8947151865365486,2,False,False,False,True,False,False,False,True,False
1279,-0.14876328870449823,False,True,19900.0,-0.13435814254134193,2,False,False,False,True,False,False,False,True,False
1280,0.9421032284819172,False,True,8900.0,-0.9715703424691172,1,False,False,False,False,True,False,False,True,False
1281,0.33589798932348225,False,True,67500.0,1.1127391969344067,1,True,False,False,False,False,False,False,True,False
1282,-0.07587477618857148,False,True,24325.0,-0.8494768966463166,1,False,False,False,True,False,False,False,False,True
1283,0.1049265990132728,False,True,22500.0,1.5923920198096946,1,False,False,False,True,False,False,False,False,True
1284,0.9000740082779283,False,True,11495.0,-1.207036273698804,0,False,False,False,True,False,False,False,False,True
1285,-0.216918780927183,False,True,49900.0,1.6796016239688378,2,False,False,False,True,False,False,False,True,False
1286,-0.003061991997336606,False,False,40900.0,-0.11691622170951327,2,False,False,False,True,False,False,False,True,False
1287,2.1155136195824733,True,True,16000.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1290,1.63842517402368,True,True,8500.0,-0.9715703424691172,1,False,False,False,False,True,False,False,True,False
1291,-0.09386025330289108,True,True,18955.0,-0.41342887585060034,2,False,False,False,True,False,False,False,True,False
1292,2.0871154978230213,False,True,2500.0,-1.285524917442033,2,False,False,False,True,False,False,False,True,False
1293,0.30749986756403025,True,True,26000.0,1.19994880109355,2,False,False,True,False,False,False,False,True,False
1294,0.9947344141427682,True,True,6500.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1295,-0.04653005037047111,False,True,21500.0,0.12727066993608785,1,False,False,False,True,False,False,False,False,True
1296,-0.08802917230161694,True,False,38598.0,-0.4956550740577927,2,False,False,False,True,False,False,False,True,False
1297,-1.2203190830944863,False,True,49500.0,1.2435536031731216,1,False,False,False,True,False,False,False,False,True
1298,0.9758023329698002,False,True,12000.0,-0.9279655403895456,2,False,False,False,True,False,False,False,True,False
1299,2.4878697920924076,False,True,25000.0,0.2842479574225457,2,True,False,False,False,False,False,False,True,False
1300,2.2821159339045916,True,True,8500.0,-0.9366865008054599,1,False,False,False,True,False,False,False,True,False
1301,1.702888910417636,False,True,10750.0,-0.6052900050007155,2,False,False,False,True,False,False,False,True,False
1302,-1.1213421627222098,False,True,62500.0,3.3976308259039603,1,False,False,False,True,False,False,False,True,False
1303,0.10683873921174257,False,True,42950.0,0.5458767698999755,2,False,False,False,True,False,False,False,True,False
1304,-1.069809037769391,False,True,60995.0,0.9383199886161202,2,False,False,False,True,False,False,False,False,True
1305,-0.0813650797287322,True,True,47000.0,1.2697164844208646,2,False,False,False,True,False,False,False,True,False
1306,-0.6738256279555924,False,False,68900.0,1.019300335335325,2,False,False,False,True,False,False,False,True,False
1307,0.14279076135920876,False,True,18900.0,0.013898184529201623,1,False,False,False,True,False,False,False,True,False
1308,0.5782286283374725,True,True,36000.0,-0.41342887585060034,1,False,False,False,True,False,False,False,True,False
1309,-0.6414517691498172,False,True,18900.0,-1.311687798689776,1,False,False,False,True,False,False,False,False,True
1310,1.0553170738962658,True,True,12449.0,-0.3262192716914571,1,False,False,False,True,False,False,False,True,False
1311,0.8432777647590244,False,True,8800.0,0.19703835326340247,2,False,False,False,True,False,False,False,True,False
1312,0.010266193148432858,True,True,19500.0,0.9470409490320345,1,False,False,False,True,False,False,False,True,False
1313,0.9947344141427682,True,True,14500.0,0.09238682827243055,2,False,False,False,True,False,False,False,True,False
1314,-0.42517167382983084,True,True,46999.0,1.1127391969344067,2,False,False,False,True,False,False,False,True,False
1315,-1.1502703827545049,False,True,39500.0,1.19994880109355,1,False,False,False,True,False,False,False,True,False
1317,-0.5027932066389996,False,True,59750.0,2.2639059718350976,2,False,False,False,True,False,False,False,True,False
1318,0.12669849236218597,False,True,45000.0,0.8947151865365486,2,False,False,False,True,False,False,False,True,False
1319,0.5109818760110902,False,True,15999.0,-1.0238961049646031,1,False,False,False,False,True,False,False,True,False
1320,0.7675494400671524,False,True,19998.0,-0.06459045921402731,2,False,False,False,True,False,False,False,True,False
1321,0.9568702517968323,True,True,17000.0,2.0720448426849827,2,False,False,False,True,False,False,False,True,False
1322,-0.5425505771022324,False,True,57500.0,2.028440040605411,2,False,False,False,True,False,False,False,True,False
1323,-0.235850862100151,False,True,40000.0,0.022619144945115948,2,False,False,False,True,False,False,False,True,False
1324,-0.6151172442382187,True,True,49999.0,0.5633186907318042,2,False,False,False,False,True,False,False,True,False
1325,0.33826449947010323,False,True,30000.0,-0.28261446961188547,1,False,False,False,True,False,False,False,True,False
1326,-0.0701951518366811,False,True,36000.0,0.8075055823774053,2,False,False,False,True,False,False,False,True,False
1327,0.3746708915657207,False,True,19999.0,-0.15180006337317056,1,False,False,False,True,False,False,False,True,False
1328,2.622893395018015,True,True,15900.0,-1.1111057091237464,2,False,False,False,True,False,False,False,False,True
1329,0.859445762080739,False,True,11999.0,0.15343355118383084,2,False,False,False,True,False,False,False,True,False
1331,-1.0877945148837105,False,True,48000.0,0.9383199886161202,2,False,False,True,False,False,False,False,True,False
1332,-1.0101729820745418,False,True,53000.0,-0.5442432820893153,2,False,False,False,True,False,False,False,True,False
1333,-1.00525064096957,False,True,85495.0,0.5022719678204038,2,False,False,False,False,True,False,False,True,False
1334,-1.0877945148837105,False,True,32000.0,-1.4163393236807478,1,False,False,False,True,False,False,False,True,False
1335,2.840612328507147,False,True,20000.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1336,0.12094313968560372,False,True,60995.0,1.2465436467442923,1,False,False,False,True,False,False,False,True,False
1337,-0.5198320796946708,False,True,45000.0,-0.28261446961188547,1,False,False,False,True,False,False,False,True,False
1338,-1.0881731565071697,False,True,82000.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1339,-0.48202471359225374,False,True,24995.0,-0.7884301737349163,1,False,False,False,True,False,False,False,True,False
1340,-1.2392511642674544,False,True,39000.0,-0.3262192716914571,2,False,False,False,True,False,False,False,True,False
1341,-0.46776885646900884,True,True,22999.0,-0.9541284216372885,2,False,False,False,True,False,False,False,True,False
1342,-0.9084509099321847,False,False,31698.0,-1.2531327787543511,2,False,False,False,True,False,False,False,True,False
1343,-0.6080555779607016,False,True,23000.0,-1.2506410757783757,1,False,False,False,True,False,False,False,True,False
1344,0.48356822247263254,True,True,12000.0,-0.430870796682429,2,False,False,False,True,False,False,False,True,False
1345,-0.02475815702155792,True,True,47995.0,2.115649644764554,2,False,False,False,True,False,False,False,True,False
1346,-0.9107416917541138,False,True,54599.0,1.19994880109355,2,False,False,False,False,False,False,True,True,False
1347,0.2563832483970167,False,True,64800.0,1.7493693072961525,2,False,False,False,True,False,False,False,True,False
1348,2.1874555280397514,False,True,16000.0,0.5545977303158898,1,False,False,False,True,False,False,False,True,False
1349,-0.44410375500279886,True,True,24999.0,-1.1111057091237464,1,False,False,False,True,False,False,False,False,True
1350,-0.9344446573826698,False,True,51800.0,0.2755269970066314,2,False,False,False,True,False,False,False,True,False
1351,-0.5198320796946708,True,True,20000.0,1.6796016239688378,2,False,False,False,True,False,False,False,True,False
1352,0.9947344141427682,False,True,31999.0,-1.128547629955575,2,True,False,False,False,False,False,False,True,False
1353,-1.2709624002321758,False,True,84997.0,1.042971513607092,1,False,False,False,False,True,False,False,True,False
1355,3.134059586688151,False,True,7500.0,-0.41342887585060034,1,False,False,False,True,False,False,False,True,False
1357,-0.3589093897244429,True,True,44999.0,1.417972811491408,1,False,False,False,True,False,False,False,False,True
1358,-0.29264710561905494,False,True,50000.0,0.2842479574225457,2,True,False,False,False,False,False,False,True,False
1359,2.1117272033478796,True,True,17900.0,-0.6837786487439445,1,False,False,False,True,False,False,False,True,False
1360,-0.4701164345344569,False,True,42000.0,1.4615776135709797,1,False,False,False,True,False,False,False,True,False
1361,-0.029491177314799916,True,True,34700.0,-0.14307910295725623,2,False,False,False,True,False,False,False,True,False
1362,-1.1346892799491521,False,False,54543.0,-0.8743939264060716,2,False,False,False,True,False,False,False,True,False
1363,-0.6265143571043454,False,False,59598.0,-1.2531327787543511,2,False,False,False,True,False,False,False,True,False
1364,-0.9562354828127559,False,True,24995.0,-0.9501416968757277,1,False,False,False,True,False,False,False,True,False
1365,-1.1262645038271815,False,True,104999.0,1.5575081781460374,2,False,False,False,False,True,False,False,True,False
1367,0.6267704844649624,False,False,23105.0,1.4737869581532597,2,False,False,False,True,False,False,False,True,False
1368,-1.0177458145437288,False,True,39500.0,-1.102384748707832,1,False,False,False,False,True,False,False,True,False
1369,-0.5461098083627504,False,False,42242.0,0.1103270896994545,1,False,False,False,True,False,False,False,True,False
1370,1.6573572551966478,True,True,7995.0,-0.8494768966463166,1,False,False,False,True,False,False,False,True,False
1371,-0.216918780927183,False,True,35750.0,0.7377378990500907,2,False,False,False,True,False,False,False,True,False
1372,-0.9911083763333629,False,False,114900.0,1.019300335335325,2,False,False,False,True,False,False,False,True,False
1373,-0.43541392974440657,False,True,22945.0,-1.712851977821835,1,False,False,False,False,True,False,False,True,False
1374,-0.6902208102513827,True,True,38000.0,-0.6663367279121158,2,False,False,False,True,False,False,False,True,False
1375,-0.44410375500279886,True,True,22222.0,-0.13435814254134193,2,False,False,False,True,False,False,False,True,False
1376,-0.8500454395135785,False,True,47645.0,-0.4956550740577927,2,False,False,False,True,False,False,False,True,False
1377,0.9219784261950522,False,True,14250.0,-0.9366865008054599,1,False,False,False,True,False,False,False,True,False
1378,-0.8322114190486426,True,True,50000.0,1.1563439990139783,2,False,False,False,True,False,False,False,True,False
1379,-0.7441772415943415,False,True,31000.0,0.9819247906956918,1,False,False,False,True,False,False,False,True,False
1380,1.326045834669708,True,True,29500.0,0.8947151865365486,1,False,False,False,True,False,False,False,True,False
1381,-1.2338744532143315,False,True,157500.0,-1.2531327787543511,2,False,False,False,True,False,False,False,True,False
1382,-1.2704890982028516,False,True,195000.0,1.792974109375724,2,False,False,False,True,False,False,False,True,False
1383,1.9224063916181997,False,True,13000.0,-0.2390096675323138,1,False,True,False,False,False,False,False,True,False
1385,-1.1076921321964999,False,True,30000.0,0.9470409490320345,1,False,False,False,True,False,False,False,False,True
1386,-0.8017686325225101,False,False,66000.0,1.792974109375724,2,False,False,False,True,False,False,False,True,False
1387,0.6728890342023125,False,True,33999.0,0.5458767698999755,2,False,False,False,True,False,False,False,True,False
1390,0.17597869965542165,True,True,15999.0,-0.9541284216372885,2,False,False,False,True,False,False,False,True,False
1391,-1.0783284742972266,False,True,79500.0,-0.9541284216372885,2,False,False,False,True,False,False,False,True,False
1392,2.4903688268072393,False,True,9250.0,-0.430870796682429,2,False,False,False,True,False,False,False,True,False
1393,1.1458124219030528,False,True,9999.0,0.5458767698999755,2,False,False,False,True,False,False,False,True,False
1394,-0.9683898789258013,False,True,71400.0,0.15343355118383084,2,False,False,False,False,True,False,False,True,False
1395,-1.0202827134209067,False,False,57900.0,-0.4956550740577927,2,False,False,False,True,False,False,False,True,False
1396,-0.8494774770783894,False,False,52598.0,-0.4956550740577927,2,False,False,False,False,True,False,False,True,False
1397,-0.4923426978315213,True,True,22500.0,-0.6140109654166298,2,False,False,False,True,False,False,False,True,False
1398,-0.18852065916773103,False,True,32990.0,0.4150623636612606,2,False,False,False,True,False,False,False,True,False
1399,-1.2676492860269064,False,True,70000.0,0.7639007802978336,2,False,False,False,True,False,False,False,True,False
1400,-0.235850862100151,False,True,30000.0,-0.45703367793017197,1,False,False,False,True,False,False,False,False,True
1401,-1.121682940183323,False,True,55000.0,0.7290169386341764,1,False,False,False,True,False,False,False,True,False
1402,-0.9333087325122916,False,False,46850.0,-0.72289838546676,2,False,False,False,True,False,False,False,True,False
1403,-1.1961049512742603,False,False,70000.0,2.028440040605411,2,False,False,False,True,False,False,False,True,False
1404,-0.5246029641502588,True,True,54995.0,-1.128547629955575,2,True,False,False,False,False,False,False,True,False
1405,1.7520176610614877,True,True,12490.0,-0.7622672924871734,1,False,False,False,True,False,False,False,True,False
1406,-0.04653005037047111,False,True,20500.0,-1.3814554820170906,1,False,False,False,True,False,False,False,True,False
1407,-0.16012253740827903,False,True,25000.0,-0.6750576883280301,2,False,False,False,True,False,False,False,True,False
1408,-0.847357083987017,False,True,47000.0,-0.2564515883641425,2,False,False,False,False,False,False,True,True,False
1409,-0.2059760380092075,False,True,20900.0,-0.9541284216372885,2,False,True,False,False,False,False,False,True,False
1410,1.6257785438001373,True,True,10000.0,0.5284348490681469,1,False,False,False,True,False,False,False,True,False
1411,0.4210923546018382,False,True,17999.0,0.031340105361030275,2,False,False,False,True,False,False,False,True,False
1412,0.9682295005006131,True,True,5230.0,-0.8494768966463166,2,False,False,False,True,False,False,False,True,False
1413,-0.8341046271659394,False,True,52000.0,0.8947151865365486,1,False,False,False,True,False,False,False,True,False
1414,0.8054136024130883,False,True,29000.0,-1.128547629955575,2,True,False,False,False,False,False,False,True,False
1415,0.3867874235164202,False,True,11990.0,-0.15180006337317056,2,False,False,False,True,False,False,False,True,False
1416,0.12007226395164719,False,False,26999.0,-0.11691622170951327,2,False,False,False,True,False,False,False,True,False
1417,0.20193458294356076,False,True,21500.0,-0.22156774670048518,2,False,False,False,True,False,False,False,True,False
1418,0.4457040601266966,True,True,19000.0,-0.430870796682429,1,False,False,False,True,False,False,False,False,True
1419,0.8811419271049603,True,True,10700.0,0.2406431553429741,1,False,False,False,True,False,False,False,True,False
1420,0.16172284253217675,False,True,21000.0,-0.430870796682429,1,False,False,False,True,False,False,False,False,True
1421,1.49643456522642,True,True,30000.0,0.8947151865365486,2,False,False,False,True,False,False,False,False,True
1423,0.1049265990132728,True,True,17200.0,-0.8494768966463166,2,False,True,False,False,False,False,False,True,False
1424,1.6194930928507119,False,True,8700.0,-0.45703367793017197,2,False,False,False,True,False,False,False,True,False
1425,0.001746756620597263,False,True,30000.0,0.06622394702468758,1,True,False,False,False,False,False,False,True,False
1426,1.9413384727911676,False,True,8500.0,-0.06459045921402731,1,False,False,False,True,False,False,False,True,False
1427,-0.273715024446087,False,True,47500.0,1.6796016239688378,2,False,False,False,True,False,False,False,True,False
1428,-0.23774407021744778,True,True,48500.0,0.15343355118383084,2,False,False,False,False,True,False,False,True,False
1429,0.40783989778076063,False,True,24000.0,-0.15180006337317056,2,False,False,False,True,False,False,False,True,False
1430,-1.1597364233409888,False,True,49000.0,-0.3698240737710287,1,False,False,False,True,False,False,False,False,True
1431,-0.2962820652042648,False,True,42388.0,1.019300335335325,1,False,False,False,True,False,False,False,True,False
1432,0.40783989778076063,True,True,12500.0,0.23192219492705976,1,False,False,False,True,False,False,False,False,True
1433,0.3531451152720561,True,True,3500.0,-1.6082004528308629,1,False,False,False,True,False,False,False,True,False
1434,-0.42132846135171836,False,True,39853.0,-0.4956550740577927,2,False,False,False,True,False,False,False,True,False
1435,-0.9980753822050151,False,False,61900.0,-0.4956550740577927,2,False,False,False,True,False,False,False,True,False
1436,1.3564318249523217,True,True,17550.0,-0.04116845123985718,1,False,False,False,True,False,False,False,True,False
1438,0.6350248718563765,False,True,18500.0,0.8249475032092339,1,False,False,False,True,False,False,False,False,True
1439,0.48356822247263254,True,True,30000.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1440,-0.09386025330289108,False,True,16000.0,-0.10819526129359894,1,False,False,False,True,False,False,False,False,True
1441,0.14279076135920876,True,True,29000.0,0.8598313448728913,2,False,False,False,True,False,False,False,True,False
1442,-0.6248104697987783,False,True,28000.0,-0.15180006337317056,2,False,False,False,True,False,False,False,True,False
1443,1.1840552258724482,False,True,15500.0,1.6796016239688378,2,False,False,False,True,False,False,False,True,False
1444,0.16494129633158133,True,True,16500.0,-0.9541284216372885,2,False,False,False,True,False,False,False,True,False
1445,2.4051744615288833,True,True,9500.0,0.022619144945115948,1,False,True,False,False,False,False,False,True,False
1446,1.278715631737288,False,True,5699.0,-0.15180006337317056,2,False,False,False,True,False,False,False,True,False
1447,-0.6523566479054467,True,True,26999.0,-0.15180006337317056,1,False,False,False,True,False,False,False,True,False
1448,0.5914810851585501,False,True,10340.0,-0.2390096675323138,1,False,False,False,True,False,False,False,True,False
1449,0.103033390895976,True,True,35500.0,-0.09947430087768461,1,False,False,False,True,False,False,False,False,True
1450,1.278715631737288,False,True,20000.0,0.37145756158168897,1,False,False,False,True,False,False,False,True,False
1451,-1.228838519622322,False,True,60000.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1452,-0.609021114100523,False,False,35470.0,-0.04116845123985718,1,False,False,False,True,False,False,False,True,False
1453,-1.0000253865658308,False,False,46599.0,1.5495347286229162,2,False,False,False,True,False,False,False,True,False
1454,-0.8067099057086548,False,True,13046.0,-0.3441595331184805,1,False,False,False,True,False,False,False,True,False
1455,-0.7175208713028025,False,True,25884.0,-0.8743939264060716,1,False,False,False,True,False,False,False,True,False
1456,-1.152523300414088,False,False,59900.0,-0.4956550740577927,2,False,False,False,True,False,False,False,True,False
1457,-0.8606095408080946,False,True,83999.0,0.9732038302797774,2,False,False,False,False,True,False,False,True,False
1458,0.014052609383026455,True,True,15750.0,-1.0151751445486887,2,False,False,False,True,False,False,False,True,False
1459,-1.2241054993290799,False,True,175000.0,1.792974109375724,2,False,False,False,True,False,False,False,True,False
1460,-0.30589956244013256,False,True,48295.0,-0.11691622170951327,1,False,False,False,True,False,False,False,True,False
1461,1.250317509977836,False,True,18500.0,0.8423894240410625,2,False,False,False,True,False,False,False,False,True
1462,-0.34944334913795894,False,True,19900.0,0.1098287491042592,2,False,False,False,True,False,False,False,True,False
1463,1.098292898158903,False,True,8000.0,0.37145756158168897,2,False,False,False,True,False,False,False,True,False
1464,0.2605293741738967,False,True,8500.0,-0.7448253716553447,1,False,False,False,True,False,False,False,False,True
1466,-0.9079397437405146,False,True,25000.0,-1.0151751445486887,2,False,False,False,True,False,False,False,True,False
1468,-0.6399561347371527,False,True,62900.0,0.5720396511477185,2,False,False,False,True,False,False,False,True,False
1469,1.2813661231015037,False,True,23500.0,-0.41342887585060034,1,False,False,False,True,False,False,False,True,False
1471,-0.235850862100151,True,True,58000.0,0.5458767698999755,2,False,False,False,True,False,False,False,True,False
1472,0.36997573543482465,True,True,10000.0,-1.5645956507512913,1,False,False,False,True,False,False,False,True,False
1473,1.3321987610509227,False,True,4000.0,-0.8930816987258883,2,False,False,False,True,False,False,False,True,False
1474,2.214358015386539,False,True,5000.0,-0.15180006337317056,2,False,False,False,True,False,False,False,True,False
1475,0.5214323848185686,True,True,14900.0,-0.6750576883280301,2,False,False,False,True,False,False,False,True,False
1476,-0.7760210021272737,True,True,27875.0,-0.9501416968757277,1,False,False,False,True,False,False,False,True,False
1478,-0.2509965270385254,False,True,23800.0,-1.102384748707832,1,False,False,False,True,False,False,False,True,False
1479,0.800907767093922,False,True,15000.0,-0.15180006337317056,2,False,False,False,True,False,False,False,True,False
1480,0.466150707793502,False,True,14500.0,-0.6750576883280301,2,False,False,False,True,False,False,False,True,False
1481,-1.243075444664394,False,True,53000.0,0.32785275950211734,2,False,False,False,True,False,False,False,True,False
1482,1.8940082698587477,False,True,14500.0,-0.1954048654527422,1,False,False,False,True,False,False,False,True,False
1483,-1.2297851236809703,False,True,84000.0,0.8947151865365486,1,False,False,False,True,False,False,False,True,False
1484,0.18065492370514474,True,True,24000.0,0.10110778868834489,2,False,False,False,True,False,False,False,True,False
1485,-0.9013135153299757,False,True,24000.0,-1.5994794924149487,2,False,False,False,True,False,False,False,True,False
1486,-1.2127462506252993,False,True,57000.0,-0.3698240737710287,1,False,False,False,True,False,False,False,True,False
1487,-1.2090355627153975,False,False,56900.0,-0.72289838546676,1,False,False,False,True,False,False,False,True,False
1488,1.1878416421070417,False,True,28900.0,0.2842479574225457,1,True,False,False,False,False,False,False,True,False
1489,-0.3645890140763333,False,True,24998.0,-0.6750576883280301,2,False,False,False,True,False,False,False,True,False
1490,2.197754580197846,True,True,22000.0,0.32785275950211734,1,False,False,False,True,False,False,False,True,False
1491,-0.9950273171361673,False,True,39000.0,0.2842479574225457,1,False,False,False,True,False,False,False,False,True
1492,-1.1976005856869247,False,True,65994.0,-0.02098565713445568,1,False,False,False,True,False,False,False,True,False
1493,-0.9799195163601389,False,True,19000.0,0.9732038302797774,1,False,False,False,True,False,False,False,True,False
1494,-1.2439841845606963,False,True,65500.0,-0.28261446961188547,1,False,False,False,True,False,False,False,True,False
1495,-0.6182789017941044,False,True,46000.0,-0.6052900050007155,2,False,False,False,True,False,False,False,True,False
